bean type;broad bean origin;year;cacao percentage;company location;company;Number of Records;reference;rating;review year;specific bean origin
;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Tocoti;1;789;2,75;2011;Venezuela
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Tocoti;1;789;3;2011;Dominican Republic
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Treehouse;1;1239;3;2014;Conacado
;Madagascar;1-1-2011 00:00:00;1;Madagascar;Tsara (Cinagra);1;753;3,5;2011;Ambanja, Tsara Valley
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;twenty-four blackbirds;1;1700;2,75;2015;Oko Caribe
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;twenty-four blackbirds;1;1700;3,5;2015;Cedeno, lot 271
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;twenty-four blackbirds;1;1235;3,5;2014;Madagascar
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;twenty-four blackbirds;1;1022;3,25;2013;Dominican Republic
;Bolivia;1-1-2013 00:00:00;1;U.S.A.;twenty-four blackbirds;1;1026;2,5;2013;Palos Blancos
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;twenty-four blackbirds;1;753;2,75;2011;Dominican Republic
Criollo;Peru;1-1-2016 00:00:00;1;U.S.A.;Two Ravens;1;1740;3;2016;Peru
;Dominican Republic;1-1-2011 00:00:00;1;France;Un Dimanche A Paris;1;709;3,75;2011;Dominican Republic
;Nicaragua;1-1-2014 00:00:00;1;U.S.A.;Undone;1;1438;2,75;2014;Matagalpa
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Undone;1;1438;3;2014;Nourish
Trinitario;Madagascar;1-1-2016 00:00:00;1;U.S.A.;Upchurch;1;1752;3;2016;Madagascar, Sassy Bar
;Tanzania;1-1-2016 00:00:00;1;U.S.A.;Upchurch;1;1752;3,25;2016;Tanzania, Party Bar
Trinitario;Venezuela;1-1-2014 00:00:00;1;Italy;Urzi;1;1327;3,25;2014;Sur del Lago, Merida
;Peru;1-1-2015 00:00:00;1;France;Valrhona;1;1510;4;2015;Piura, Illanka, Quemazon
;;1-1-2013 00:00:00;1;France;Valrhona;1;1145;3,5;2013;Andoa, Grand Cru blend
;Dominican Republic;1-1-2013 00:00:00;1;France;Valrhona;1;1153;3,5;2013;Loma Sotavento, 2013
;Venezuela;1-1-2012 00:00:00;1;France;Valrhona;1;931;4;2012;Otucan, Grand Cru
;;1-1-2011 00:00:00;1;France;Valrhona;1;709;3,25;2011;Caraque
Criollo;Venezuela;1-1-2011 00:00:00;1;France;Valrhona;1;757;4;2011;Porcelana, Pedegral
;Dominican Republic;1-1-2009 00:00:00;1;France;Valrhona;1;327;3,75;2009;Tainori
;Ecuador;1-1-2009 00:00:00;1;France;Valrhona;1;370;3,75;2009;Alpaco
Forastero;Ghana;1-1-2009 00:00:00;1;France;Valrhona;1;395;3,5;2009;Nyangbo
Blend;Venezuela, Carribean;1-1-2007 00:00:00;1;France;Valrhona;1;117;3;2007;Araguani
Trinitario;Venezuela;1-1-2007 00:00:00;1;France;Valrhona;1;129;3,75;2007;Chuao 2002 P.
Criollo, Trinitario;Madagascar;1-1-2007 00:00:00;1;France;Valrhona;1;129;4;2007;Manjari
;;1-1-2007 00:00:00;1;France;Valrhona;1;147;1,5;2007;Le Noir Extra Amer
Forastero;West Africa;1-1-2007 00:00:00;1;France;Valrhona;1;153;2,5;2007;Abinao
Forastero;West Africa;1-1-2007 00:00:00;1;France;Valrhona;1;157;2,75;2007;Le Noir Amer
Criollo (Porcelana);Venezuela;1-1-2007 00:00:00;1;France;Valrhona;1;162;3,25;2007;Porcelana, Maracaibo, Palmira P. 2006
Trinitario;Carribean;1-1-2006 00:00:00;1;France;Valrhona;1;63;3;2006;Caraibe
Criollo, Trinitario;South America;1-1-2006 00:00:00;1;France;Valrhona;1;63;4;2006;Guanaja
Trinitario;Trinidad;1-1-2006 00:00:00;1;France;Valrhona;1;75;2,5;2006;Gran Couva 2005 P.
Criollo (Porcelana);Venezuela;1-1-2006 00:00:00;1;France;Valrhona;1;75;3;2006;Porcelana, Maracaibo, Palmira P. 2005
Trinitario;Madagascar;1-1-2006 00:00:00;1;France;Valrhona;1;75;3,5;2006;Sambirano, Ampamakia 2005, Millot P.
Forastero;Ghana;1-1-2012 00:00:00;1;U.S.A.;Vanleer (Barry Callebaut);1;963;2,5;2012;Manhattan
Forastero;Ghana;1-1-2012 00:00:00;1;U.S.A.;Vanleer (Barry Callebaut);1;963;2,75;2012;Napa
Trinitario;Madagascar;1-1-2009 00:00:00;1;Madagascar;Vao Vao (Chocolaterie Robert);1;404;2,75;2009;Madagascar
Trinitario;Madagascar;1-1-2009 00:00:00;1;Madagascar;Vao Vao (Chocolaterie Robert);1;404;2,75;2009;Madagascar
Trinitario;Madagascar;1-1-2009 00:00:00;1;Madagascar;Vao Vao (Chocolaterie Robert);1;404;2,75;2009;Madagascar
Trinitario;Madagascar;1-1-2009 00:00:00;1;Madagascar;Vao Vao (Chocolaterie Robert);1;404;3;2009;Madagascar
Trinitario;Madagascar;1-1-2009 00:00:00;1;Madagascar;Vao Vao (Chocolaterie Robert);1;404;3;2009;Madagascar w/ nibs
Trinitario;Madagascar;1-1-2009 00:00:00;1;Madagascar;Vao Vao (Chocolaterie Robert);1;404;3,25;2009;Madagascar
;Bolivia;1-1-2015 00:00:00;1;U.S.A.;Vicuna;1;1470;3,25;2015;Palos Blancos
;Bolivia;1-1-2015 00:00:00;1;U.S.A.;Vicuna;1;1470;3,25;2015;Palos Blancos + nibs
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Videri;1;1211;3,25;2014;Dominican Republic
Trinitario;Trinidad;1-1-2014 00:00:00;1;U.S.A.;Videri;1;1211;3,5;2014;Trinidad
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Videri;1;1227;3,5;2014;Mindo
;Central and S. America;1-1-2013 00:00:00;1;U.S.A.;Videri;1;1117;3,75;2013;Dark
;Central and S. America;1-1-2012 00:00:00;1;U.S.A.;Videri;1;991;3,25;2012;Classic
Trinitario;Vietnam;1-1-2012 00:00:00;1;France;Vietcacao (A. Morin);1;951;3,5;2012;Ben Tre, Mekong Delta, MoCay
;Peru;1-1-2014 00:00:00;1;U.S.A.;Vintage Plantations;1;1205;3;2014;San Martin
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;U.S.A.;Vintage Plantations (Tulicorp);1;153;2;2007;Los Rios, Rancho Grande 2004/2007
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;U.S.A.;Vintage Plantations (Tulicorp);1;153;2;2007;Los Rios, Rancho Grande 2004/2007
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;U.S.A.;Vintage Plantations (Tulicorp);1;153;3;2007;Los Rios, Rancho Grande 2004/2007
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;U.S.A.;Vintage Plantations (Tulicorp);1;153;3;2007;Los Rios, Rancho Grande 2007
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Violet Sky;1;1458;2,75;2015;Sambirano Valley
Criollo, Trinitario;Belize;1-1-2015 00:00:00;1;U.S.A.;Violet Sky;1;1458;3;2015;Moho River Valley
Criollo;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Violet Sky;1;1458;3;2015;Cuyagua
Criollo, Trinitario;Peru;1-1-2015 00:00:00;1;U.S.A.;Violet Sky;1;1458;3,25;2015;Peru
Trinitario;Guatemala;1-1-2015 00:00:00;1;U.S.A.;Violet Sky;1;1502;2,75;2015;Cahabon
;Peru;1-1-2016 00:00:00;1;U.S.A.;Vivra;1;1720;2,5;2016;Peru
;Venezuela;1-1-2016 00:00:00;1;U.S.A.;Vivra;1;1720;2,5;2016;Ocumare
;Domincan Republic;1-1-2016 00:00:00;1;U.S.A.;Vivra;1;1724;3;2016;Dominican Republic
Trinitario;Dominican Republic;1-1-2016 00:00:00;1;New Zealand;Wellington Chocolate Factory;1;1756;3,5;2016;Conacado
;Peru;1-1-2016 00:00:00;1;New Zealand;Wellington Chocolate Factory;1;1756;3,5;2016;Piura Blanco, Norandino
Forastero;Ghana;1-1-2011 00:00:00;1;New Zealand;Whittakers;1;733;2,5;2011;Ghana
Criollo;Peru;1-1-2013 00:00:00;1;Ireland;Wilkie's Organic;1;1169;2,5;2013;Amazonas
Criollo;Peru;1-1-2013 00:00:00;1;Ireland;Wilkie's Organic;1;1169;2,75;2013;Amazonas
Criollo;Peru;1-1-2013 00:00:00;1;Ireland;Wilkie's Organic;1;1169;3,25;2013;Tumbes
Criollo;Peru;1-1-2013 00:00:00;1;Ireland;Wilkie's Organic;1;1173;2,75;2013;Amazonas w/ nibs
;Colombia;1-1-2016 00:00:00;1;U.K.;Willie's Cacao;1;1848;4;2016;Los Llanos
Trinitario;Colombia;1-1-2014 00:00:00;1;U.K.;Willie's Cacao;1;1227;3;2014;Los Llanos
;Indonesia;1-1-2013 00:00:00;1;U.K.;Willie's Cacao;1;1109;2,25;2013;Java, Indonesian Black
Trinitario;Madagascar;1-1-2010 00:00:00;1;U.K.;Willie's Cacao;1;593;3;2010;Sambirano
;Venezuela;1-1-2010 00:00:00;1;U.K.;Willie's Cacao;1;593;3,5;2010;Hacienda Las Trincheras
;Indonesia;1-1-2010 00:00:00;1;U.K.;Willie's Cacao;1;593;3,75;2010;Java
;Peru;1-1-2009 00:00:00;1;U.K.;Willie's Cacao;1;457;3;2009;San Martin
Trinitario;Venezuela;1-1-2009 00:00:00;1;U.K.;Willie's Cacao;1;457;3,25;2009;Rio Caribe
Criollo;Venezuela;1-1-2016 00:00:00;1;U.S.A.;Wm;1;1912;3;2016;Guasare, Zulia Prov., 2015, batch 124
;Bolivia;1-1-2016 00:00:00;1;U.S.A.;Wm;1;1912;3,5;2016;Wild Beniano, 2016, batch 128, Heirloom
;Ghana;1-1-2016 00:00:00;1;U.S.A.;Wm;1;1916;3,75;2016;Ghana, 2013, batch 129
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Woodblock;1;1243;3;2014;Maranon, Cajamarca
;Ecuador;1-1-2013 00:00:00;1;U.S.A.;Woodblock;1;1042;3,25;2013;Camino Verde P., Balao, Guayas
Trinitario;Trinidad;1-1-2013 00:00:00;1;U.S.A.;Woodblock;1;1042;3,5;2013;Gran Couva
;Ecuador;1-1-2012 00:00:00;1;U.S.A.;Woodblock;1;825;2,5;2012;Ecuador
;Costa Rica;1-1-2012 00:00:00;1;U.S.A.;Woodblock;1;825;3;2012;Costa Rica
Trinitario;Madagascar;1-1-2012 00:00:00;1;U.S.A.;Woodblock;1;951;3,25;2012;Sambirano
;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Woodblock;1;741;4;2011;Ocumare
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Woodblock;1;769;3,5;2011;La Red
;Dominican Republic;1-1-2013 00:00:00;1;Domincan Republic;Xocolat;1;1057;3;2013;Hispaniola
;Madagascar;1-1-2017 00:00:00;1;U.S.A.;Xocolla;1;1948;2,75;2017;Sambirano, batch 170102
;Dominican Republic;1-1-2017 00:00:00;1;U.S.A.;Xocolla;1;1948;2,5;2017;Hispaniola, batch 170104
;Papua New Guinea;1-1-2015 00:00:00;1;U.S.A.;Zak's;1;1574;3;2015;Papua New Guinea, Batch 2
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;Zak's;1;1578;3,25;2015;Dominican Republic, Batch D2
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Zak's;1;1578;3,25;2015;Madagascar, Batch 2
;Peru;1-1-2015 00:00:00;1;U.S.A.;Zak's;1;1578;3,25;2015;Peru, Batch 1
Trinitario;Belize;1-1-2015 00:00:00;1;U.S.A.;Zak's;1;1578;3,5;2015;Belize, Batch 2
;;1-1-2015 00:00:00;1;U.S.A.;Zak's;1;1582;3;2015;House Blend, Batch 2
Criollo, Trinitario;Madagascar;1-1-2016 00:00:00;1;Austria;Zart Pralinen;1;1820;3,5;2016;Millot P., Ambanja
Nacional (Arriba);Ecuador;1-1-2016 00:00:00;1;Austria;Zart Pralinen;1;1824;2,75;2016;UNOCACE
Trinitario;Trinidad;1-1-2016 00:00:00;1;Austria;Zart Pralinen;1;1824;2,75;2016;San Juan Estate
Criollo, Trinitario;Tanzania;1-1-2016 00:00:00;1;Austria;Zart Pralinen;1;1824;3;2016;Kakao Kamili, Kilombero Valley
Criollo, Trinitario;Tanzania;1-1-2016 00:00:00;1;Austria;Zart Pralinen;1;1824;3,5;2016;Kakao Kamili, Kilombero Valley
Trinitario;Trinidad;1-1-2016 00:00:00;1;Austria;Zart Pralinen;1;1880;3,5;2016;San Juan Estate, Gran Couva
;Solomon Islands;1-1-2016 00:00:00;1;Australia;Zokoko;1;1716;3,75;2016;Guadalcanal
;;1-1-2016 00:00:00;1;Australia;Zokoko;1;1780;3,25;2016;Goddess Blend
;Bolivia;1-1-2011 00:00:00;1;Australia;Zokoko;1;697;3,5;2011;Alto Beni
Trinitario;Papua New Guinea;1-1-2011 00:00:00;1;Australia;Zokoko;1;701;3,5;2011;Tokiala
;Bolivia;1-1-2011 00:00:00;1;Australia;Zokoko;1;701;3,75;2011;Tranquilidad, Baures
;;1-1-2014 00:00:00;1;Austria;Zotter;1;1205;2,75;2014;Raw
;Panama;1-1-2012 00:00:00;1;Austria;Zotter;1;801;3,5;2012;Bocas del Toro, Cocabo Co-op
;;1-1-2012 00:00:00;1;Austria;Zotter;1;801;3,5;2012;Amazonas Frucht
Criollo (Amarru);Peru;1-1-2012 00:00:00;1;Austria;Zotter;1;875;3;2012;Satipo Pangoa region, 16hr conche
Criollo (Amarru);Peru;1-1-2012 00:00:00;1;Austria;Zotter;1;875;3,5;2012;Satipo Pangoa region, 20hr conche
;Dominican Republic;1-1-2012 00:00:00;1;Austria;Zotter;1;875;3,75;2012;Loma Los Pinos, Yacao region, D.R.
Forastero (Nacional);Ecuador;1-1-2012 00:00:00;1;Austria;Zotter;1;879;3;2012;El Oro
Criollo, Trinitario;Papua New Guinea;1-1-2012 00:00:00;1;Austria;Zotter;1;879;3;2012;Huiwani Coop
;Bolivia;1-1-2012 00:00:00;1;Austria;Zotter;1;879;3,25;2012;El Ceibo Coop
;Dominican Republic;1-1-2012 00:00:00;1;Austria;Zotter;1;879;3,75;2012;Santo Domingo
Forastero;Congo;1-1-2012 00:00:00;1;Austria;Zotter;1;883;3,25;2012;Kongo, Highlands
;;1-1-2012 00:00:00;1;Austria;Zotter;1;883;3,5;2012;Indianer, Raw
;Peru;1-1-2011 00:00:00;1;Austria;Zotter;1;647;3,75;2011;Peru
Forastero;Congo;1-1-2011 00:00:00;1;Austria;Zotter;1;749;3;2011;Congo
Forastero;India;1-1-2011 00:00:00;1;Austria;Zotter;1;749;3,5;2011;Kerala State
;India;1-1-2011 00:00:00;1;Austria;Zotter;1;781;3,25;2011;Kerala State
;Brazil;1-1-2010 00:00:00;1;Austria;Zotter;1;486;3;2010;Brazil, Mitzi Blue
